# Iterations, accuracy
0.000000000000000000e+00,5.630000233650207520e-01
8.333333333333333940e+03,5.670000314712524414e-01
1.666666666666666788e+04,5.670000314712524414e-01
2.500000000000000000e+04,5.665000081062316895e-01
3.333333333333333576e+04,5.670000314712524414e-01
4.166666666666667152e+04,5.670000314712524414e-01
5.000000000000000000e+04,5.680000185966491699e-01
5.833333333333333576e+04,5.685000419616699219e-01
6.666666666666667152e+04,5.695000290870666504e-01
7.500000000000000000e+04,5.695000290870666504e-01
8.333333333333334303e+04,5.695000290870666504e-01
9.166666666666667152e+04,5.690000057220458984e-01
1.000000000000000000e+05,5.690000057220458984e-01
1.083333333333333430e+05,5.685000419616699219e-01
1.166666666666666715e+05,5.685000419616699219e-01
1.250000000000000146e+05,5.685000419616699219e-01
1.333333333333333430e+05,5.685000419616699219e-01
1.416666666666666861e+05,5.685000419616699219e-01
1.500000000000000000e+05,5.685000419616699219e-01
1.583333333333333430e+05,5.690000057220458984e-01
1.666666666666666861e+05,5.690000057220458984e-01
1.750000000000000000e+05,5.690000057220458984e-01
1.833333333333333430e+05,5.695000290870666504e-01
1.916666666666666861e+05,5.695000290870666504e-01
2.000000000000000000e+05,5.690000057220458984e-01
