# Iterations, training_loss
0.000000000000000000e+00,2.804650459438562393e-03
8.333333333333333940e+03,2.082084538415074348e-03
1.666666666666666788e+04,2.075640019029378891e-03
2.500000000000000000e+04,2.071833005174994469e-03
3.333333333333333576e+04,1.381499343551695347e-03
4.166666666666667152e+04,1.381223089993000031e-03
5.000000000000000000e+04,1.381221809424459934e-03
5.833333333333333576e+04,1.381218433380126953e-03
6.666666666666667152e+04,1.381216221489012241e-03
7.500000000000000000e+04,1.381215639412403107e-03
8.333333333333334303e+04,1.381216803565621376e-03
9.166666666666667152e+04,1.381215522997081280e-03
1.000000000000000000e+05,1.381215639412403107e-03
1.083333333333333430e+05,1.381216221489012241e-03
1.166666666666666715e+05,1.381215639412403107e-03
1.250000000000000146e+05,1.381215988658368587e-03
1.333333333333333430e+05,1.381215872243046761e-03
1.416666666666666861e+05,1.381215872243046761e-03
1.500000000000000000e+05,1.381215872243046761e-03
1.583333333333333430e+05,1.381215872243046761e-03
1.666666666666666861e+05,1.381215872243046761e-03
1.750000000000000000e+05,1.381215639412403107e-03
1.833333333333333430e+05,1.381215639412403107e-03
1.916666666666666861e+05,1.381215639412403107e-03
2.000000000000000000e+05,1.381215639412403107e-03
