# Iterations, accuracy
0.000000000000000000e+00,8.540000319480895996e-01
1.956521739130434753e+03,8.562222123146057129e-01
3.913043478260869506e+03,8.557778000831604004e-01
5.869565217391304031e+03,8.543333411216735840e-01
7.826086956521739012e+03,8.539444804191589355e-01
9.782608695652173992e+03,8.547778129577636719e-01
1.173913043478260806e+04,8.542777895927429199e-01
1.369565217391304395e+04,8.538888692855834961e-01
1.565217391304347802e+04,8.538888692855834961e-01
1.760869565217391209e+04,8.540000319480895996e-01
1.956521739130434798e+04,8.540000319480895996e-01
2.152173913043478387e+04,8.527777791023254395e-01
2.347826086956521613e+04,8.534444570541381836e-01
2.543478260869565202e+04,8.532222509384155273e-01
2.739130434782608791e+04,8.530555367469787598e-01
2.934782608695652016e+04,8.523889183998107910e-01
3.130434782608695605e+04,8.527777791023254395e-01
3.326086956521739194e+04,8.530555367469787598e-01
3.521739130434782419e+04,8.525000214576721191e-01
3.717391304347826372e+04,8.528888821601867676e-01
3.913043478260869597e+04,8.525000214576721191e-01
4.108695652173912822e+04,8.522222042083740234e-01
4.304347826086956775e+04,8.523889183998107910e-01
4.500000000000000000e+04,8.526666760444641113e-01
