# Iterations, accuracy
0.000000000000000000e+00,5.655000209808349609e-01
1.935483870967741950e+03,5.675000548362731934e-01
3.870967741935483900e+03,5.690000057220458984e-01
5.806451612903225396e+03,5.720000267028808594e-01
7.741935483870967801e+03,5.735000371932983398e-01
9.677419354838710206e+03,5.745000243186950684e-01
1.161290322580645079e+04,5.740000009536743164e-01
1.354838709677419320e+04,5.730000138282775879e-01
1.548387096774193560e+04,5.715000033378601074e-01
1.741935483870967801e+04,5.700000524520874023e-01
1.935483870967742041e+04,5.675000548362731934e-01
2.129032258064516282e+04,5.675000548362731934e-01
2.322580645161290158e+04,5.680000185966491699e-01
2.516129032258064399e+04,5.675000548362731934e-01
2.709677419354838639e+04,5.670000314712524414e-01
2.903225806451612880e+04,5.649999976158142090e-01
3.096774193548387120e+04,5.655000209808349609e-01
3.290322580645161361e+04,5.655000209808349609e-01
3.483870967741935601e+04,5.649999976158142090e-01
3.677419354838709842e+04,5.660000443458557129e-01
3.870967741935484082e+04,5.660000443458557129e-01
4.064516129032258323e+04,5.670000314712524414e-01
4.258064516129032563e+04,5.670000314712524414e-01
4.451612903225806804e+04,5.660000443458557129e-01
4.645161290322580317e+04,5.665000081062316895e-01
4.838709677419354557e+04,5.665000081062316895e-01
5.032258064516128798e+04,5.665000081062316895e-01
5.225806451612903038e+04,5.665000081062316895e-01
5.419354838709677279e+04,5.670000314712524414e-01
5.612903225806451519e+04,5.670000314712524414e-01
5.806451612903225760e+04,5.670000314712524414e-01
6.000000000000000000e+04,5.670000314712524414e-01
