# Iterations, accuracy
0.000000000000000000e+00,7.920000553131103516e-01
1.923076923076923094e+03,7.930000424385070801e-01
3.846153846153846189e+03,7.975000143051147461e-01
5.769230769230769511e+03,7.980000376701354980e-01
7.692307692307692378e+03,7.985000610351562500e-01
9.615384615384615245e+03,7.965000271797180176e-01
1.153846153846153902e+04,7.960000634193420410e-01
1.346153846153846098e+04,7.970000505447387695e-01
1.538461538461538476e+04,7.965000271797180176e-01
1.730769230769230853e+04,7.955000400543212891e-01
1.923076923076923049e+04,7.955000400543212891e-01
2.115384615384615245e+04,7.975000143051147461e-01
2.307692307692307804e+04,7.965000271797180176e-01
2.500000000000000000e+04,7.975000143051147461e-01
2.692307692307692196e+04,7.970000505447387695e-01
2.884615384615384755e+04,7.975000143051147461e-01
3.076923076923076951e+04,7.975000143051147461e-01
3.269230769230769147e+04,7.975000143051147461e-01
3.461538461538461706e+04,7.975000143051147461e-01
3.653846153846153902e+04,7.975000143051147461e-01
3.846153846153846098e+04,7.975000143051147461e-01
4.038461538461538294e+04,7.975000143051147461e-01
4.230769230769230489e+04,7.970000505447387695e-01
4.423076923076923413e+04,7.970000505447387695e-01
4.615384615384615608e+04,7.965000271797180176e-01
4.807692307692307804e+04,7.960000634193420410e-01
5.000000000000000000e+04,7.960000634193420410e-01
5.192307692307692196e+04,7.960000634193420410e-01
5.384615384615384392e+04,7.955000400543212891e-01
5.576923076923077315e+04,7.955000400543212891e-01
5.769230769230769511e+04,7.955000400543212891e-01
5.961538461538461706e+04,7.955000400543212891e-01
6.153846153846153902e+04,7.955000400543212891e-01
6.346153846153846098e+04,7.955000400543212891e-01
6.538461538461538294e+04,7.955000400543212891e-01
6.730769230769231217e+04,7.955000400543212891e-01
6.923076923076923413e+04,7.955000400543212891e-01
7.115384615384615608e+04,7.955000400543212891e-01
7.307692307692307804e+04,7.955000400543212891e-01
7.500000000000000000e+04,7.955000400543212891e-01
